Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount
2c598bce-b2a2-4db4-9cab-cc4716548654,04a86e70-8848-4e94-83d0-f8285cd6e6c2,11-04-2020,285.32
5cfcdf95-c99c-4dbc-8688-c710f3505945,04a86e70-8848-4e94-83d0-f8285cd6e6c2,22-03-2021,122.43
65c14115-79b8-4b81-b175-88f746eedd65,04a86e70-8848-4e94-83d0-f8285cd6e6c2,19-04-2022,298.25
91136f0f-4e44-4b87-8a8e-88b8d16549bb,04a86e70-8848-4e94-83d0-f8285cd6e6c2,04-03-2022,99.05
b1506589-fb31-4de2-a1b5-200ff0c85366,04a86e70-8848-4e94-83d0-f8285cd6e6c2,11-10-2021,103.37
d0d7092a-55c3-49b3-a268-0aefe2875afb,04a86e70-8848-4e94-83d0-f8285cd6e6c2,13-01-2021,62.08
d0ff5388-74a3-4396-a5a2-f3c065810ac7,04a86e70-8848-4e94-83d0-f8285cd6e6c2,28-06-2023,294.24
decc876e-9dc3-4911-a3cc-fe8725b7d3d1,04a86e70-8848-4e94-83d0-f8285cd6e6c2,23-03-2020,405.65
e1f2a572-304d-4d76-b1a2-1bbb7f811e31,04a86e70-8848-4e94-83d0-f8285cd6e6c2,14-08-2023,431.1
e6633089-3938-4400-8f87-ddbd937df765,04a86e70-8848-4e94-83d0-f8285cd6e6c2,26-07-2020,383.72
f8e62ca4-cab2-4fbe-94a6-440592a684a1,04a86e70-8848-4e94-83d0-f8285cd6e6c2,12-02-2020,483.9
01ba95eb-290b-487c-97c6-7277e7b019a0,04ac7910-f488-4bc6-8b0f-43123c894376,13-07-2022,30.42
0c9ec067-24a0-41db-953f-f7d73b34e889,04ac7910-f488-4bc6-8b0f-43123c894376,13-03-2020,76.46
13941d48-fd06-4df7-917e-bd09c35271cf,04ac7910-f488-4bc6-8b0f-43123c894376,09-03-2024,401.56
3c26f7b9-7553-4109-b8bb-da17c7e6eafa,04ac7910-f488-4bc6-8b0f-43123c894376,12-05-2022,203.25
7fc4330d-ad26-490e-b3c6-104725ef38b9,04ac7910-f488-4bc6-8b0f-43123c894376,04-02-2021,143.58
b0d65d10-7254-48b4-9c4d-05a81e22f8d6,04ac7910-f488-4bc6-8b0f-43123c894376,26-01-2024,253.53
e99b90b6-96d5-4efa-bb12-965e5c7f6c73,04ac7910-f488-4bc6-8b0f-43123c894376,21-05-2022,318.09
f8fd2022-37c2-4100-bd52-e0b1747a97df,04ac7910-f488-4bc6-8b0f-43123c894376,24-05-2024,296.89
30003246-2bae-475b-959e-a44bff9d557d,04f19f28-6ee8-48f8-bd42-d01c32f83e3e,01-06-2020,69.37
7482df78-74dd-4d42-83b8-8ccf2bcdae69,04f19f28-6ee8-48f8-bd42-d01c32f83e3e,06-10-2024,298.42
85a85a87-4e31-4563-be7c-aeef338afe50,04f19f28-6ee8-48f8-bd42-d01c32f83e3e,02-11-2023,167.08
9706c1e1-d41b-4b94-a9e9-8dde2a7a1ed5,04f19f28-6ee8-48f8-bd42-d01c32f83e3e,01-02-2020,93.89
a0d731d1-9266-44f0-9fd6-6390aee87987,04f19f28-6ee8-48f8-bd42-d01c32f83e3e,02-04-2023,413.15
c7caa452-e9a0-4f6b-b417-6d83a6a49f27,04f19f28-6ee8-48f8-bd42-d01c32f83e3e,15-10-2024,265.28
fc222588-a5dd-4208-aa72-07ebaf2c489b,04f19f28-6ee8-48f8-bd42-d01c32f83e3e,04-11-2023,245.41
00738808-6d17-4b46-b151-71839cbec87c,0593b658-2204-46a8-8c7d-b9992812ebe7,21-09-2023,457.32
166ac53b-42d1-45ce-802b-9fe1c7f5d426,0593b658-2204-46a8-8c7d-b9992812ebe7,17-03-2024,397.09
51a6e5b6-e85d-4f55-b8ce-0e3fe60772ab,0593b658-2204-46a8-8c7d-b9992812ebe7,26-12-2020,406.12
6dbda090-0036-4765-9a5a-d7155d429cb8,0593b658-2204-46a8-8c7d-b9992812ebe7,06-09-2020,126.96
b7a2a6ca-4075-41dd-a56c-07940a895bfc,0593b658-2204-46a8-8c7d-b9992812ebe7,22-02-2023,143.98
5dbf0940-eed3-4886-b267-2b607e94544d,05e1f852-a961-40ce-9b55-0bc648b93823,22-11-2020,58.99
e5663166-b065-413a-971e-7b9283c4e687,05e1f852-a961-40ce-9b55-0bc648b93823,05-08-2021,196.49
fdbcfd0c-35f7-4e19-8550-c971e59155f9,05e1f852-a961-40ce-9b55-0bc648b93823,09-11-2021,439.03
0f96023d-9cbf-494d-858b-14b31f0f9dab,06453609-8968-4e37-bf27-021d917dc278,08-02-2023,411.19
c61af641-17ba-4722-9acc-b9eb7adfc852,06453609-8968-4e37-bf27-021d917dc278,23-04-2024,368.63
ea4f2a54-b01e-438d-aaeb-85ca043f786b,06453609-8968-4e37-bf27-021d917dc278,10-01-2023,24.31
ca3f09d7-8fdb-4b68-8cc5-86581c730b02,075daf14-f06d-479b-a613-aceb3426be81,20-12-2023,145.7
27c07773-ab61-4837-bff8-221f83afa607,0771c537-4cf7-40a2-90d0-0d202bd8e9a2,03-05-2023,225.32
29543f96-17d2-4e95-b8e1-8f75a0adad27,0771c537-4cf7-40a2-90d0-0d202bd8e9a2,07-06-2024,453.77
4326763e-f37a-44d8-9bd9-7375a085ba0a,0771c537-4cf7-40a2-90d0-0d202bd8e9a2,20-12-2021,122.4
57f5ca55-3b74-4a53-a772-37db053a2cff,0771c537-4cf7-40a2-90d0-0d202bd8e9a2,17-12-2020,371.99
6b0dae8e-4157-4df4-8992-ffa8158657d5,0771c537-4cf7-40a2-90d0-0d202bd8e9a2,07-10-2023,271.59
b218edfe-7010-4db0-9d9f-d3a0a73f0450,0771c537-4cf7-40a2-90d0-0d202bd8e9a2,25-04-2020,380.6
bab47ba7-90d2-477e-99fd-8ebf2b5ac81d,0771c537-4cf7-40a2-90d0-0d202bd8e9a2,14-10-2022,343.01
d719b0c1-3d71-4b3b-baf2-d989846796f9,0771c537-4cf7-40a2-90d0-0d202bd8e9a2,16-06-2020,405.95
404821af-f27f-438e-9741-2378cbbb1fb1,07ec96cb-8561-4b60-bea0-50442c06c76c,29-08-2022,327.95
71fda390-1ce6-4f42-91af-c36ccbbd73e9,07ec96cb-8561-4b60-bea0-50442c06c76c,11-01-2022,66.31
b133b21c-f681-4e53-a9aa-a8706333d3a5,07ec96cb-8561-4b60-bea0-50442c06c76c,07-12-2020,169.89
3561189f-6e75-4f2f-ad4f-d27dcf57c799,07f12d0f-dbb7-45a0-8521-9b87cf74deba,29-10-2020,322.69
7e97a8c1-62c2-42d9-8daf-f1a3cdfb76ad,07f12d0f-dbb7-45a0-8521-9b87cf74deba,25-03-2020,213.31
a8fb7128-b2de-45e1-92b4-264b62082f22,07f12d0f-dbb7-45a0-8521-9b87cf74deba,06-08-2021,91.8
d596b780-6479-42b7-a31f-52ee5abaabe5,07f12d0f-dbb7-45a0-8521-9b87cf74deba,10-05-2021,55.27
16248e64-8b31-49d0-93e5-3d93290e3044,0834144d-972e-46c6-9dc7-a2ca1dd0bde3,12-07-2023,103.45
403abfa8-e12f-4942-a04e-db2887bb36cd,0834144d-972e-46c6-9dc7-a2ca1dd0bde3,25-04-2022,97.42
a0ae37f5-2c34-4fdd-88fa-05180821a20d,0834144d-972e-46c6-9dc7-a2ca1dd0bde3,03-06-2021,112.63
0a9f6ee0-71c4-4f4b-b9eb-e46a16260e80,09ff3122-9eb2-4d0b-a05b-bd9c85023ac6,19-05-2020,403.6
3181bc22-5c9d-4040-b21f-32ec00276cea,09ff3122-9eb2-4d0b-a05b-bd9c85023ac6,08-08-2024,200.94
347da55b-5581-408a-836c-84fcd8abd9f5,09ff3122-9eb2-4d0b-a05b-bd9c85023ac6,21-03-2022,474.94
571c1dea-f137-421c-aae6-7beda212ccb2,09ff3122-9eb2-4d0b-a05b-bd9c85023ac6,02-06-2020,25.51
57d1c6d5-251e-4baf-85fd-af9d35837e87,09ff3122-9eb2-4d0b-a05b-bd9c85023ac6,24-08-2024,102.16
748094d1-e2e6-4422-ba31-221c057e1c62,09ff3122-9eb2-4d0b-a05b-bd9c85023ac6,29-12-2023,54.24
b19789a0-fd20-4373-8613-cc057b428bc1,09ff3122-9eb2-4d0b-a05b-bd9c85023ac6,06-05-2022,73.04
cf96359d-7e45-43b2-9ac4-5dde4661438f,09ff3122-9eb2-4d0b-a05b-bd9c85023ac6,15-03-2023,72.5
08003113-ada9-47fd-b3a6-ed6d49339711,0a6d41d4-48e7-432d-88b7-d2db5f216713,22-03-2022,410.09
1e3f7916-359e-490f-80ac-354dce666c6c,0a6d41d4-48e7-432d-88b7-d2db5f216713,16-07-2022,227.53
23fb0042-8ca3-446a-ba65-ca2516ca1beb,0a6d41d4-48e7-432d-88b7-d2db5f216713,17-11-2021,171.88
2a7fc138-6a57-43d1-bebf-77cc3d9e02ea,0a6d41d4-48e7-432d-88b7-d2db5f216713,28-09-2024,252.4
d4f7941d-e9e3-45fb-a0af-4f781f2495b2,0a6d41d4-48e7-432d-88b7-d2db5f216713,13-07-2021,25.4
e0faec44-7f0d-44c3-9e84-a2e806fd4675,0a6d41d4-48e7-432d-88b7-d2db5f216713,20-11-2022,72.81
496b819f-4541-43e1-9619-b557ddea0344,0a91f120-e06e-4461-9a29-6d9d4f85f5ab,14-03-2024,11.36
5acb8059-b1ad-4c81-bca3-51cb60cc2eb4,0a91f120-e06e-4461-9a29-6d9d4f85f5ab,02-06-2024,278.53
5cf3f831-2c60-4ce0-b436-15dae1e10306,0a91f120-e06e-4461-9a29-6d9d4f85f5ab,25-01-2023,300.46
8fd7087c-cd98-49c1-9dd4-2af94074304c,0a91f120-e06e-4461-9a29-6d9d4f85f5ab,27-04-2023,35.88
dbe614b6-b641-4047-93c8-ce7d361029e9,0a91f120-e06e-4461-9a29-6d9d4f85f5ab,27-01-2024,111.59
1266efca-915b-4ab1-87c7-b2622efc77ac,0aca2535-b8ea-446b-aca0-efce166ec176,12-02-2024,416.95
1df8be7f-68f0-4572-b022-100bf80e1fda,0aca2535-b8ea-446b-aca0-efce166ec176,20-04-2022,23.31
2e54f45e-b361-4a9b-b688-a0c0ae3519ef,0aca2535-b8ea-446b-aca0-efce166ec176,22-03-2023,389.97
4482879d-b0eb-4c0a-925d-9e9ca6e45c0f,0aca2535-b8ea-446b-aca0-efce166ec176,24-10-2022,376.47
77d41354-dd58-4ce0-9edb-91b76806f02f,0aca2535-b8ea-446b-aca0-efce166ec176,28-04-2021,217.07
aac24b4c-a6b4-4386-9c5c-64144269f35f,0aca2535-b8ea-446b-aca0-efce166ec176,17-07-2021,32.33
df319066-f7b1-46a2-849d-3aed1ad8f0f0,0aca2535-b8ea-446b-aca0-efce166ec176,06-11-2023,265.19
3f656b8f-9a87-4d92-a900-5c4c4b05d217,0b4a4995-7b1d-4a9d-a2c9-5a05a33187fd,01-12-2022,83.88
62b9dab7-21e0-4093-9c22-4c43e30070a9,0b4a4995-7b1d-4a9d-a2c9-5a05a33187fd,01-02-2020,16.09
898c9519-14ee-4b7c-b377-9551ffe069be,0b4a4995-7b1d-4a9d-a2c9-5a05a33187fd,21-05-2022,127.64
9c7a9da0-be6a-472d-a6dc-19e97966ec0a,0b4a4995-7b1d-4a9d-a2c9-5a05a33187fd,18-07-2022,64
b90fd120-c888-4c24-be36-2d3d0473fcfe,0b4a4995-7b1d-4a9d-a2c9-5a05a33187fd,10-10-2023,263.45
c2b9ad48-07de-4ea3-9e15-104feafbba7d,0bb6f1d7-5dbe-4dac-af55-01fa7afdd7b5,15-03-2023,382.74
c6ffe330-249b-4fc1-ac51-7bdc53afa04a,0bb6f1d7-5dbe-4dac-af55-01fa7afdd7b5,03-01-2021,329.71
c7f64149-1b8e-4a72-acfd-f90e2c39c0c6,0bb6f1d7-5dbe-4dac-af55-01fa7afdd7b5,20-11-2020,476.61
d7a7dd2f-6340-4c04-993f-59ddccb8576f,0bb6f1d7-5dbe-4dac-af55-01fa7afdd7b5,21-07-2022,221.34
e62255d2-ccbd-4346-ad0b-da747b4ed641,0bb6f1d7-5dbe-4dac-af55-01fa7afdd7b5,28-09-2023,42.16
f0b417ab-4904-4e0b-8bad-46793e9a7634,0bb6f1d7-5dbe-4dac-af55-01fa7afdd7b5,22-07-2023,26.02
f31d3320-6b57-47bf-98eb-976ec3fd19c8,0bb6f1d7-5dbe-4dac-af55-01fa7afdd7b5,24-12-2022,254.97
0f112ffc-b7e6-4541-9d08-e2589cd30a51,0c01aec5-36b0-4021-9a4d-fb5b367764f6,17-08-2024,325.59
128cd7f0-2a2e-4be5-bc3f-9ae1b9bc566d,0c01aec5-36b0-4021-9a4d-fb5b367764f6,30-01-2024,327.03
299c0534-08fd-4d90-8423-74ce53544385,0c01aec5-36b0-4021-9a4d-fb5b367764f6,18-03-2023,213.49
3e133f49-1191-45eb-9c79-51ec2888f210,0c01aec5-36b0-4021-9a4d-fb5b367764f6,17-01-2020,291.72
7b57ddfb-4628-48ba-83b0-fef1c938364e,0c01aec5-36b0-4021-9a4d-fb5b367764f6,16-09-2021,447.87
45b4e0d7-5150-4b6c-9666-5f2a149af70d,0c7e3690-bcd1-4cb1-b995-77c83571fe97,04-05-2021,40.51
5429413a-63d1-4589-a03b-01a44b6f3c37,0c7e3690-bcd1-4cb1-b995-77c83571fe97,13-05-2024,468.69
9d40e0ee-52c5-40e2-b138-74c1e7ad67d5,0c7e3690-bcd1-4cb1-b995-77c83571fe97,13-01-2024,284.42
cabd9068-e9b6-47e5-9c70-8c1d3a6f4137,0c7e3690-bcd1-4cb1-b995-77c83571fe97,03-11-2024,484.78
f73e522b-541d-4335-9164-838115068baf,0c7e3690-bcd1-4cb1-b995-77c83571fe97,16-08-2023,191.63
58c59a8d-cbe2-4bd3-9c2b-72cc703681e1,0d600f5e-2570-41ab-9886-6b52c49d198a,11-07-2021,460.94
78a56a84-74d3-4d67-9d37-5caf04c98f48,0d600f5e-2570-41ab-9886-6b52c49d198a,27-06-2023,11.23
eb9e29fe-1b1f-4341-8875-be924a9177e5,0d600f5e-2570-41ab-9886-6b52c49d198a,26-09-2022,404.48
f346876d-353e-4f55-9289-f32a543faadf,0d600f5e-2570-41ab-9886-6b52c49d198a,16-04-2022,329.86
0f59085c-5019-46ae-8129-9adeff2cf156,0d7f0c38-3aef-405a-a579-eab5319fc786,09-02-2023,415.01
511bcc5c-d13a-4d4d-8f1f-09e3e8f36381,0d7f0c38-3aef-405a-a579-eab5319fc786,22-08-2020,295.34
8291f904-4e77-477f-ad6d-cb9718d5db9c,0d7f0c38-3aef-405a-a579-eab5319fc786,16-11-2020,403.26
94bae1a6-b0f8-4184-9e76-7cf186236569,0d7f0c38-3aef-405a-a579-eab5319fc786,05-09-2020,339.44
99bccd1f-1ffb-49f6-bf18-c8315bc3e532,0d7f0c38-3aef-405a-a579-eab5319fc786,28-02-2022,317
9ee8baf2-cd84-4b2e-b4cb-a923ac834dc3,0d7f0c38-3aef-405a-a579-eab5319fc786,30-06-2020,199.76
5c91a7d4-8f66-41d3-aa91-0370a0c37baa,0d8ac947-23d9-4fdc-bb90-c1bd2a448de0,10-03-2020,360.98
7b91808d-c514-414f-927b-8780cf8ee34a,0d8ac947-23d9-4fdc-bb90-c1bd2a448de0,27-08-2021,121.74
85000a12-2fa7-409a-8593-7999c5d1952a,0d8ac947-23d9-4fdc-bb90-c1bd2a448de0,17-07-2021,174.1
86441b38-7191-4af3-bacf-1efe50a3410d,0d8ac947-23d9-4fdc-bb90-c1bd2a448de0,03-07-2021,58.08
97b102be-32ec-4f2f-bef0-b10655833696,0d8ac947-23d9-4fdc-bb90-c1bd2a448de0,15-12-2023,224.02
99148102-45f7-4942-9358-97bae8dce3b5,0d8ac947-23d9-4fdc-bb90-c1bd2a448de0,12-03-2020,351.49
1e1581d4-7664-440e-ab35-6ace3fea7de6,0df97df3-03a7-4329-aeab-5ad4cd8282ea,25-07-2023,343.79
5867b699-e04f-48f9-bfa5-ab40f6abef98,0df97df3-03a7-4329-aeab-5ad4cd8282ea,08-10-2021,465.81
61723e43-bf51-4322-9808-cc05597eeddb,0df97df3-03a7-4329-aeab-5ad4cd8282ea,18-01-2024,408.52
9ba92ce4-4db9-4906-b0f4-3bf60308ed30,0df97df3-03a7-4329-aeab-5ad4cd8282ea,09-02-2020,497.14
f40becd2-19ec-4018-b6c5-ad89ce18cd87,0df97df3-03a7-4329-aeab-5ad4cd8282ea,05-07-2020,488.37
06baf999-2a07-4202-801f-b6636847decc,0ed04d74-f73a-4cef-9863-c9a847805346,08-10-2022,150.12
1ea26879-f706-4d2c-866a-825e45afccc4,0ed04d74-f73a-4cef-9863-c9a847805346,26-02-2023,73.14
068bc63c-3426-4fd1-84dc-30b9045749b8,0f3b2e30-2485-48db-be30-b6b346c68854,24-11-2021,181.2
14eb1fea-89c8-4964-9697-4eeb16d88b57,0f3b2e30-2485-48db-be30-b6b346c68854,08-02-2024,41.19
1d638366-ade3-4422-8008-b12a3b9e2535,0f3b2e30-2485-48db-be30-b6b346c68854,13-08-2023,108.09
66ca53c6-fef3-4aa2-aca3-290274880877,0f3b2e30-2485-48db-be30-b6b346c68854,27-09-2022,472.96
a3d8c4f9-ea98-466a-a962-3fa9b42825ac,0f3b2e30-2485-48db-be30-b6b346c68854,27-08-2023,305.15
b14fa5c4-94a8-4b80-8847-fba5e2f968a4,0f3b2e30-2485-48db-be30-b6b346c68854,28-08-2021,82.01
14cea53d-4fce-4ca9-8f29-5376a2ce8b5d,0f83f43e-9bf2-45dc-83c1-cfaa53313e58,06-01-2020,420.75
